x0-5,p0-5,x5-12,p5-12,x12-18,p12-18,x18-25,p18-25,x25-40,p25-40,x40-60,p40-60,x60-100,p60-100
12.0,0.003011983236408336,12.0,0.0013536325958910195,12.0,0.0008696604900228714,12.0,0.001389333211461999,12.0,0.002519953963578044,12.0,0.005017151976285035,12.0,0.01421692352024219
13.0,0.0018833880857732313,13.0,0.0007003350110015313,13.0,0.000616294835449279,13.0,0.0008683332571637494,13.0,0.0015560144424731697,13.0,0.003539513197587584,13.0,0.01033547773376337
14.0,0.0013586272832486288,14.0,0.0004599214997621997,14.0,0.000445101825602257,14.0,0.0005484210045244732,14.0,0.0010470377556828804,14.0,0.002393774821489869,14.0,0.00766221006329048
15.0,0.0008626204973007167,15.0,0.000276998175993143,15.0,0.0002465179341797116,15.0,0.00044787715369498654,15.0,0.000702180082184154,15.0,0.0016276759469959605,15.0,0.005513180598325909
16.0,0.0004744412735153942,16.0,0.0002508662725975635,16.0,0.00021912705260418807,16.0,0.00018280700150815777,16.0,0.0004175686287544821,16.0,0.000991154626941674,16.0,0.003877974010283401
17.0,0.0002803516616227329,17.0,8.362209086585449e-05,17.0,0.00010956352630209404,17.0,0.0001371052511311183,17.0,0.00027630162997187123,17.0,0.0007388193893487251,17.0,0.0027531185229675353
18.0,0.00023003213261352446,18.0,9.40748522240863e-05,18.0,0.00011641124669597491,18.0,8.683332571637493e-05,18.0,0.00021605540990281662,18.0,0.0005842356401926841,18.0,0.002135142360182893
19.0,0.0001653355953159707,19.0,6.794294882850677e-05,19.0,4.793404275716614e-05,19.0,8.226315067867099e-05,19.0,0.00014126699878261087,19.0,0.00038645937289010233,19.0,0.0016282630356516698
20.0,7.907354558589903e-05,20.0,2.6131903395579526e-05,20.0,8.90203651204514e-05,20.0,6.398245052785521e-05,20.0,0.00011010516081585846,20.0,0.0003137140791696125,20.0,0.001107496606338769
21.0,4.3131024865035836e-05,21.0,2.0905522716463623e-05,21.0,5.478176315104702e-05,21.0,5.4842100452447326e-05,21.0,9.556296976470734e-05,21.0,0.00017731665344369402,21.0,0.0007915649725556092
22.0,5.031952900920847e-05,22.0,2.6131903395579526e-05,22.0,1.3695440787761755e-05,22.0,4.1131575339335496e-05,22.0,6.23236759335048e-05,22.0,0.0001204843927245613,22.0,0.0005450688626808362
23.0,2.8754016576690557e-05,23.0,2.0905522716463623e-05,23.0,6.847720393880877e-06,23.0,2.7421050226223663e-05,23.0,5.6091308340154315e-05,23.0,0.00013639742572591846,23.0,0.0004131413672549013
24.0,3.5942520720863193e-05,24.0,1.0452761358231812e-05,25.0,6.847720393880877e-06,24.0,9.140350075407889e-06,24.0,3.9471661424553035e-05,24.0,7.501858414925515e-05,24.0,0.0003055163051969018
25.0,2.1565512432517918e-05,25.0,5.226380679115906e-06,26.0,6.847720393880877e-06,25.0,1.3710525113111831e-05,25.0,2.2852014508951756e-05,25.0,4.7739099004071466e-05,25.0,0.000225665452702257
26.0,7.188504144172639e-06,27.0,1.5679142037347717e-05,28.0,6.847720393880877e-06,26.0,4.570175037703944e-06,26.0,2.492947037340192e-05,26.0,3.6372646860244924e-05,26.0,0.00014928637640303157
27.0,2.1565512432517918e-05,30.0,5.226380679115906e-06,32.0,6.847720393880877e-06,27.0,4.570175037703944e-06,27.0,2.0774558644501597e-05,27.0,2.9552775573949e-05,27.0,0.00011109683825341883
28.0,1.4377008288345279e-05,34.0,5.226380679115906e-06,0.0,0.0,28.0,4.570175037703944e-06,28.0,8.30982345780064e-06,28.0,2.5006194716418385e-05,28.0,0.00010068150966716082
29.0,7.188504144172639e-06,44.0,5.226380679115906e-06,0.0,0.0,33.0,4.570175037703944e-06,29.0,6.23236759335048e-06,29.0,1.3639742572591847e-05,29.0,4.860486673587074e-05
30.0,7.188504144172639e-06,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.30982345780064e-06,30.0,2.0459613858887768e-05,30.0,4.860486673587074e-05
31.0,7.188504144172639e-06,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.15491172890032e-06,31.0,1.5913033001357155e-05,31.0,2.777420956335471e-05
33.0,7.188504144172639e-06,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.07745586445016e-06,32.0,1.1366452143826539e-05,32.0,3.124598575877405e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.15491172890032e-06,33.0,6.819871286295924e-06,33.0,2.777420956335471e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.15491172890032e-06,34.0,2.2732904287653077e-06,34.0,3.4717761954193386e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.23236759335048e-06,36.0,2.2732904287653077e-06,35.0,3.4717761954193386e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.07745586445016e-06,37.0,4.5465808575306155e-06,36.0,6.943552390838677e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.07745586445016e-06,38.0,2.2732904287653077e-06,37.0,6.943552390838677e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.07745586445016e-06,39.0,2.2732904287653077e-06,38.0,3.4717761954193386e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.5465808575306155e-06,39.0,3.4717761954193386e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.2732904287653077e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.2732904287653077e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.2732904287653077e-06,0.0,0.0
