x0-5,p0-5,x5-12,p5-12,x12-18,p12-18,x18-25,p18-25,x25-40,p25-40,x40-60,p40-60,x60-100,p60-100
0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.08660329707154e-06,31.0,5.96645658110105e-06,31.0,6.2354246947759614e-06,31.0,1.3051933643969354e-05
0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.04330164853577e-06,32.0,2.983228290550525e-06,32.0,4.988339755820769e-06,32.0,2.284088387694637e-05
0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.04330164853577e-06,33.0,1.9888188603670166e-06,33.0,3.7412548168655767e-06,33.0,9.788950232977016e-06
0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.04330164853577e-06,34.0,9.944094301835083e-07,34.0,3.7412548168655767e-06,34.0,3.2629834109923386e-06
0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.04330164853577e-06,35.0,2.983228290550525e-06,35.0,2.4941698779103843e-06,38.0,3.2629834109923386e-06
0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.04330164853577e-06,36.0,1.9888188603670166e-06,36.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.983228290550525e-06,37.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.944094301835083e-07,38.0,3.7412548168655767e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,9.944094301835083e-07,39.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,9.944094301835083e-07,40.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,9.944094301835083e-07,41.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.944094301835083e-07,43.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,9.944094301835083e-07,44.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.944094301835083e-07,45.0,2.4941698779103843e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.2470849389551922e-06,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.2470849389551922e-06,0.0,0.0
